,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Gender_Female,Gender_Male
3102,30,77,1.0,0.0,9,70,1.0,0,1.0,2.0,1,0.0,1.0,67,False,True,False,True,False,True,False,True,False,True,False,False,True
3103,26,91,2.0,1.0,8,65,0.0,0,1.0,2.0,2,0.0,1.0,70,False,True,False,True,False,True,False,True,False,True,False,False,True
3104,16,82,2.0,2.0,7,99,0.0,3,1.0,1.0,3,2.0,1.0,70,True,False,False,True,False,True,False,False,True,True,False,False,True
3105,22,82,1.0,0.0,5,54,1.0,2,1.0,1.0,2,1.0,1.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
3106,12,62,2.0,2.0,6,63,2.0,0,0.0,1.0,2,0.0,0.0,61,False,True,False,True,True,False,True,False,False,True,False,False,True
3107,23,76,0.0,2.0,7,93,1.0,2,0.0,1.0,2,1.0,0.0,68,False,True,False,True,False,True,True,False,False,True,False,False,True
3108,23,71,0.0,1.0,8,71,0.0,1,0.0,0.0,2,2.0,0.0,64,False,True,False,True,False,True,False,True,False,True,False,True,False
3109,9,100,0.0,0.0,7,79,1.0,1,0.0,1.0,2,2.0,0.0,66,True,False,False,True,False,True,False,False,True,True,False,False,True
3110,13,72,0.0,2.0,8,52,1.0,3,2.0,2.0,4,0.0,0.0,65,False,True,False,True,True,False,False,False,True,True,False,False,True
3111,18,95,1.0,2.0,8,96,1.0,3,1.0,0.0,6,2.0,0.0,73,True,False,False,True,False,True,True,False,False,True,False,False,True
3112,18,87,0.0,0.0,8,57,1.0,3,2.0,2.0,4,0.0,0.0,66,True,False,True,False,False,True,False,False,True,True,False,False,True
3113,13,74,2.0,2.0,7,61,1.0,2,0.0,1.0,3,0.0,1.0,65,False,True,False,True,False,True,False,False,True,True,False,False,True
3114,22,82,1.0,2.0,7,58,1.0,0,1.0,1.0,4,1.0,0.0,68,False,True,False,True,False,True,True,False,False,True,False,False,True
3115,22,94,1.0,1.0,7,75,0.0,0,0.0,2.0,3,0.0,0.0,69,False,True,False,True,False,True,False,True,False,True,False,False,True
3116,19,95,0.0,2.0,6,91,2.0,1,1.0,2.0,4,1.0,0.0,72,False,True,False,True,False,True,False,True,False,True,False,False,True
3117,15,66,1.0,1.0,9,63,1.0,3,1.0,1.0,3,0.0,0.0,63,True,False,False,True,True,False,False,True,False,True,False,False,True
3118,26,74,0.0,1.0,8,57,1.0,0,1.0,1.0,1,0.0,0.0,65,True,False,False,True,True,False,False,False,True,True,False,False,True
3119,30,73,2.0,1.0,9,70,0.0,0,1.0,1.0,4,1.0,0.0,69,False,True,False,True,False,True,True,False,False,True,False,False,True
3120,17,62,2.0,0.0,6,99,1.0,2,1.0,1.0,3,0.0,2.0,62,True,False,False,True,True,False,True,False,False,True,False,True,False
3121,16,84,1.0,2.0,8,51,0.0,0,1.0,1.0,3,2.0,0.0,66,False,True,False,True,False,True,True,False,False,True,False,True,False
3122,23,94,0.0,0.0,9,75,1.0,3,0.0,1.0,2,2.0,1.0,69,False,True,False,True,True,False,False,True,False,True,False,True,False
3123,18,75,2.0,1.0,9,83,1.0,2,0.0,1.0,4,2.0,1.0,67,False,True,False,True,False,True,False,False,True,False,True,True,False
3125,24,85,1.0,1.0,7,87,2.0,2,1.0,1.0,2,0.0,0.0,71,False,True,False,True,True,False,False,True,False,True,False,True,False
3126,9,75,1.0,1.0,7,54,0.0,2,0.0,1.0,4,0.0,0.0,61,True,False,False,True,False,True,False,False,True,True,False,True,False
3127,28,66,2.0,1.0,9,73,1.0,2,0.0,1.0,2,1.0,0.0,68,False,True,False,True,False,True,False,False,True,True,False,False,True
3128,20,88,1.0,1.0,4,54,0.0,0,2.0,0.0,4,0.0,0.0,66,True,False,False,True,False,True,True,False,False,True,False,False,True
3129,18,94,2.0,2.0,5,81,1.0,0,2.0,0.0,5,0.0,0.0,71,False,True,False,True,False,True,True,False,False,True,False,True,False
3130,19,87,0.0,1.0,9,54,0.0,3,0.0,2.0,4,0.0,1.0,66,True,False,False,True,False,True,False,False,True,True,False,True,False
3131,20,61,0.0,1.0,6,52,1.0,2,0.0,0.0,2,2.0,0.0,60,True,False,False,True,True,False,True,False,False,True,False,False,True
3132,10,69,1.0,1.0,5,65,0.0,0,1.0,1.0,3,0.0,0.0,60,False,True,False,True,True,False,False,False,True,True,False,True,False
3133,29,63,0.0,0.0,9,97,2.0,3,1.0,2.0,3,0.0,0.0,66,False,True,True,False,False,True,True,False,False,True,False,False,True
3134,20,83,1.0,0.0,5,85,1.0,1,2.0,2.0,2,1.0,2.0,67,False,True,False,True,False,True,False,True,False,True,False,False,True
3135,23,90,0.0,0.0,9,50,0.0,4,1.0,1.0,3,0.0,1.0,67,True,False,False,True,True,False,False,True,False,True,False,False,True
3136,26,64,1.0,1.0,5,64,1.0,2,2.0,1.0,1,0.0,0.0,64,True,False,False,True,False,True,True,False,False,True,False,False,True
3137,14,94,1.0,1.0,5,51,1.0,0,1.0,2.0,3,1.0,0.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
3138,23,82,2.0,0.0,7,65,2.0,1,1.0,2.0,3,0.0,0.0,68,True,False,False,True,False,True,True,False,False,True,False,True,False
3139,18,88,2.0,0.0,6,84,1.0,1,1.0,2.0,3,2.0,1.0,70,False,True,False,True,False,True,False,False,True,True,False,True,False
3140,25,99,2.0,1.0,7,88,1.0,3,0.0,1.0,4,1.0,1.0,75,False,True,False,True,True,False,False,False,True,True,False,True,False
3142,19,96,1.0,1.0,7,95,2.0,3,1.0,2.0,3,1.0,0.0,73,False,True,False,True,True,False,True,False,False,True,False,True,False
3143,16,65,1.0,0.0,9,68,1.0,1,2.0,1.0,3,0.0,1.0,61,True,False,False,True,False,True,False,True,False,True,False,False,True
3144,23,76,2.0,2.0,7,93,1.0,0,1.0,1.0,6,0.0,1.0,68,True,False,False,True,True,False,True,False,False,True,False,False,True
3145,23,94,1.0,2.0,8,86,1.0,1,0.0,2.0,0,1.0,2.0,70,True,False,False,True,False,True,False,True,False,True,False,True,False
3146,16,96,1.0,1.0,4,77,2.0,1,2.0,2.0,2,0.0,0.0,71,False,True,False,True,False,True,False,False,True,True,False,False,True
3147,16,80,2.0,1.0,8,98,2.0,2,1.0,2.0,4,2.0,0.0,71,False,True,False,True,True,False,False,False,True,True,False,False,True
3148,19,84,1.0,1.0,8,97,2.0,2,1.0,1.0,1,1.0,0.0,68,True,False,False,True,False,True,False,True,False,False,True,False,True
3149,15,88,2.0,2.0,6,95,1.0,2,0.0,1.0,4,0.0,0.0,70,False,True,False,True,False,True,True,False,False,True,False,True,False
3150,25,93,1.0,1.0,10,60,0.0,1,1.0,1.0,3,1.0,1.0,70,False,True,False,True,False,True,False,False,True,True,False,False,True
3151,18,65,1.0,2.0,6,60,0.0,0,1.0,2.0,3,0.0,1.0,62,False,True,False,True,True,False,False,True,False,True,False,True,False
3152,3,92,2.0,0.0,5,95,2.0,3,1.0,1.0,1,2.0,0.0,67,False,True,False,True,False,True,False,True,False,True,False,True,False
3153,18,79,1.0,1.0,8,70,2.0,3,1.0,1.0,3,1.0,0.0,68,True,False,False,True,False,True,False,False,True,True,False,True,False
3154,14,78,2.0,2.0,5,90,1.0,1,1.0,1.0,3,2.0,0.0,68,False,True,False,True,False,True,False,True,False,True,False,True,False
3155,10,77,2.0,2.0,7,84,0.0,2,0.0,2.0,1,0.0,2.0,64,True,False,False,True,True,False,False,True,False,True,False,False,True
3156,13,80,1.0,2.0,9,88,1.0,1,2.0,2.0,3,2.0,0.0,68,True,False,False,True,False,True,False,False,True,True,False,False,True
3157,21,98,0.0,2.0,8,51,1.0,0,1.0,1.0,3,0.0,0.0,69,False,True,False,True,False,True,False,True,False,True,False,False,True
3158,28,82,1.0,2.0,7,71,0.0,1,1.0,2.0,3,0.0,0.0,70,True,False,False,True,False,True,False,True,False,True,False,False,True
3159,22,98,1.0,1.0,6,93,1.0,4,0.0,1.0,4,0.0,0.0,73,False,True,False,True,False,True,False,True,False,True,False,True,False
3160,16,67,2.0,1.0,9,74,1.0,1,2.0,2.0,3,2.0,1.0,66,False,True,False,True,False,True,False,False,True,True,False,False,True
3161,23,89,0.0,1.0,5,85,0.0,0,0.0,1.0,3,2.0,1.0,68,True,False,False,True,False,True,False,False,True,True,False,False,True
3162,17,92,0.0,1.0,8,88,2.0,1,2.0,1.0,3,0.0,0.0,68,False,True,True,False,False,True,False,True,False,True,False,True,False
3163,16,87,0.0,1.0,10,56,0.0,2,1.0,2.0,0,2.0,1.0,65,False,True,False,True,True,False,False,True,False,True,False,True,False
3164,13,84,1.0,1.0,8,58,2.0,2,0.0,0.0,3,2.0,0.0,66,False,True,False,True,False,True,False,True,False,True,False,True,False
3165,9,83,2.0,0.0,7,86,1.0,0,0.0,1.0,1,1.0,2.0,62,False,True,False,True,False,True,True,False,False,True,False,True,False
3166,18,94,0.0,0.0,7,53,0.0,3,1.0,2.0,2,0.0,0.0,67,False,True,False,True,True,False,False,True,False,True,False,True,False
3167,21,93,1.0,2.0,6,67,2.0,1,1.0,2.0,3,2.0,0.0,73,False,True,False,True,False,True,False,False,True,True,False,True,False
3168,19,65,1.0,0.0,6,96,1.0,2,1.0,2.0,2,2.0,0.0,65,False,True,False,True,True,False,False,True,False,True,False,False,True
3169,18,94,2.0,0.0,7,79,2.0,2,2.0,1.0,4,0.0,0.0,70,True,False,False,True,True,False,False,True,False,True,False,True,False
3170,14,77,2.0,1.0,8,96,1.0,3,1.0,1.0,2,2.0,0.0,68,False,True,False,True,False,True,False,True,False,True,False,False,True
3171,24,70,2.0,1.0,9,65,1.0,3,1.0,0.0,3,0.0,1.0,67,False,True,False,True,True,False,False,False,True,True,False,False,True
3172,12,95,0.0,1.0,4,82,2.0,2,0.0,1.0,3,0.0,1.0,66,False,True,False,True,False,True,True,False,False,True,False,False,True
3173,25,77,1.0,0.0,4,64,0.0,3,0.0,1.0,4,1.0,0.0,65,True,False,False,True,False,True,False,True,False,False,True,True,False
3174,14,92,2.0,0.0,9,56,0.0,1,1.0,1.0,4,0.0,1.0,66,False,True,False,True,False,True,False,True,False,True,False,True,False
3175,15,71,2.0,2.0,7,100,0.0,2,0.0,0.0,4,0.0,0.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
3176,11,60,1.0,2.0,7,59,2.0,2,0.0,1.0,1,1.0,1.0,60,True,False,False,True,False,True,False,False,True,True,False,False,True
3177,17,80,2.0,0.0,8,59,1.0,0,2.0,2.0,4,1.0,0.0,66,False,True,False,True,False,True,True,False,False,True,False,True,False
3178,26,64,2.0,1.0,7,92,0.0,2,0.0,2.0,4,1.0,1.0,68,False,True,False,True,True,False,False,False,True,True,False,True,False
3179,23,90,1.0,1.0,10,90,0.0,3,0.0,1.0,5,0.0,0.0,72,False,True,False,True,False,True,False,False,True,True,False,False,True
3180,26,71,0.0,2.0,8,99,1.0,1,1.0,1.0,3,1.0,0.0,68,True,False,True,False,False,True,False,False,True,True,False,False,True
3181,23,78,1.0,1.0,6,54,2.0,0,0.0,1.0,3,2.0,0.0,67,False,True,False,True,False,True,False,True,False,True,False,True,False
3182,13,63,2.0,1.0,6,55,2.0,0,1.0,0.0,4,2.0,0.0,62,True,False,False,True,False,True,False,False,True,True,False,False,True
3183,18,71,1.0,1.0,7,72,2.0,0,2.0,2.0,5,1.0,1.0,66,True,False,False,True,False,True,False,False,True,True,False,True,False
3184,15,91,2.0,1.0,6,80,1.0,0,0.0,1.0,3,2.0,0.0,69,True,False,False,True,True,False,False,False,True,True,False,False,True
3185,28,66,1.0,1.0,10,52,0.0,0,0.0,2.0,3,0.0,0.0,64,True,False,False,True,False,True,False,False,True,True,False,False,True
3186,13,86,0.0,1.0,7,58,1.0,0,1.0,1.0,3,0.0,0.0,63,True,False,True,False,True,False,False,False,True,True,False,False,True
3187,25,97,0.0,2.0,5,85,1.0,2,2.0,1.0,2,0.0,0.0,74,False,True,False,True,False,True,False,False,True,True,False,False,True
3188,25,87,2.0,1.0,8,83,1.0,0,1.0,2.0,4,1.0,1.0,72,False,True,False,True,True,False,False,False,True,True,False,False,True
3189,31,92,1.0,1.0,9,54,1.0,1,0.0,1.0,3,1.0,0.0,71,False,True,True,False,True,False,False,False,True,True,False,False,True
3190,18,64,0.0,2.0,9,97,1.0,2,1.0,1.0,3,0.0,1.0,64,False,True,False,True,False,True,True,False,False,True,False,True,False
3191,24,70,2.0,2.0,6,63,0.0,0,0.0,1.0,3,0.0,0.0,65,True,False,True,False,False,True,False,True,False,True,False,False,True
3192,34,96,1.0,1.0,5,94,2.0,1,1.0,2.0,5,0.0,1.0,75,False,True,False,True,False,True,True,False,False,False,True,True,False
3193,16,89,2.0,1.0,9,96,1.0,2,1.0,0.0,3,1.0,2.0,69,True,False,False,True,False,True,False,False,True,True,False,False,True
3194,11,86,1.0,1.0,5,75,1.0,1,1.0,0.0,4,2.0,1.0,65,True,False,False,True,False,True,False,True,False,True,False,True,False
3195,9,87,0.0,0.0,8,71,0.0,0,0.0,2.0,1,1.0,1.0,60,True,False,True,False,False,True,False,True,False,True,False,False,True
3196,24,77,1.0,1.0,6,64,1.0,2,2.0,1.0,4,0.0,0.0,69,False,True,False,True,False,True,False,False,True,True,False,False,True
3197,9,62,2.0,2.0,9,90,2.0,4,2.0,1.0,4,1.0,2.0,65,False,True,False,True,False,True,False,True,False,True,False,False,True
3198,18,91,0.0,1.0,5,60,0.0,0,2.0,2.0,4,0.0,1.0,67,False,True,False,True,True,False,False,False,True,True,False,False,True
3199,23,87,2.0,0.0,6,81,0.0,5,1.0,2.0,2,0.0,2.0,70,True,False,False,True,True,False,False,True,False,True,False,True,False
3200,21,79,1.0,0.0,8,78,0.0,1,0.0,2.0,4,1.0,1.0,66,False,True,False,True,False,True,False,False,True,True,False,True,False
3201,23,96,1.0,1.0,8,62,1.0,0,0.0,2.0,4,0.0,1.0,69,False,True,False,True,False,True,False,True,False,True,False,True,False
3202,21,73,1.0,1.0,9,99,1.0,2,1.0,2.0,3,2.0,0.0,69,False,True,False,True,False,True,False,True,False,True,False,False,True
3203,28,72,2.0,1.0,8,92,0.0,1,1.0,1.0,2,0.0,0.0,68,False,True,False,True,False,True,True,False,False,True,False,True,False
3204,14,95,1.0,1.0,8,51,1.0,5,1.0,1.0,4,1.0,0.0,70,False,True,False,True,True,False,False,False,True,True,False,True,False
3205,16,92,1.0,0.0,9,71,2.0,2,0.0,1.0,2,0.0,1.0,66,True,False,False,True,True,False,False,True,False,True,False,True,False
3206,15,81,2.0,1.0,5,68,0.0,0,1.0,2.0,3,0.0,0.0,65,True,False,True,False,False,True,False,False,True,True,False,True,False
3207,25,65,0.0,1.0,6,94,1.0,1,0.0,2.0,4,1.0,0.0,65,True,False,False,True,False,True,True,False,False,True,False,False,True
3208,25,69,0.0,1.0,5,63,1.0,1,2.0,1.0,2,0.0,0.0,65,False,True,False,True,True,False,False,True,False,True,False,False,True
3209,23,86,0.0,1.0,4,100,1.0,0,0.0,2.0,3,2.0,0.0,69,False,True,False,True,False,True,True,False,False,True,False,False,True
3210,27,75,1.0,1.0,8,60,1.0,4,1.0,1.0,2,2.0,1.0,69,True,False,False,True,False,True,False,False,True,True,False,True,False
3211,13,93,1.0,2.0,9,62,0.0,0,0.0,1.0,3,0.0,1.0,65,True,False,False,True,True,False,False,True,False,True,False,False,True
3213,29,92,1.0,2.0,8,58,0.0,2,1.0,0.0,3,1.0,0.0,72,True,False,False,True,True,False,False,True,False,True,False,False,True
3214,24,75,1.0,0.0,7,94,1.0,2,1.0,2.0,4,0.0,0.0,67,True,False,False,True,False,True,True,False,False,True,False,False,True
3215,31,92,2.0,1.0,7,55,1.0,3,0.0,2.0,3,0.0,0.0,74,False,True,False,True,False,True,False,False,True,True,False,False,True
3216,10,74,1.0,1.0,10,99,2.0,2,1.0,2.0,3,1.0,0.0,66,False,True,False,True,False,True,False,True,False,True,False,False,True
3217,17,67,2.0,2.0,9,94,1.0,2,0.0,0.0,3,0.0,0.0,66,False,True,False,True,True,False,False,False,True,True,False,True,False
3218,16,61,1.0,2.0,6,92,2.0,4,2.0,2.0,3,0.0,0.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
3219,24,75,0.0,2.0,9,70,2.0,5,2.0,2.0,5,1.0,0.0,71,False,True,False,True,False,True,True,False,False,True,False,True,False
3220,14,96,1.0,0.0,9,76,1.0,0,0.0,2.0,3,0.0,1.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
3221,25,70,0.0,2.0,8,73,2.0,1,0.0,0.0,2,2.0,0.0,65,True,False,False,True,False,True,True,False,False,True,False,False,True
3222,28,68,0.0,2.0,8,99,1.0,1,2.0,1.0,3,0.0,0.0,69,False,True,False,True,False,True,False,True,False,True,False,True,False
3223,24,99,1.0,0.0,8,52,0.0,1,0.0,2.0,2,0.0,0.0,69,False,True,False,True,False,True,True,False,False,True,False,False,True
3224,22,61,1.0,1.0,5,69,0.0,2,0.0,2.0,2,0.0,2.0,63,False,True,False,True,False,True,False,True,False,True,False,True,False
3225,14,91,0.0,1.0,5,98,2.0,0,2.0,2.0,3,0.0,0.0,68,True,False,False,True,False,True,False,True,False,True,False,True,False
3226,15,73,1.0,1.0,8,68,1.0,1,2.0,1.0,3,0.0,0.0,64,True,False,False,True,False,True,False,True,False,True,False,True,False
3227,27,61,1.0,1.0,5,70,1.0,2,0.0,0.0,2,1.0,0.0,64,True,False,False,True,False,True,False,True,False,True,False,False,True
3228,25,97,1.0,2.0,5,82,2.0,1,0.0,2.0,5,1.0,1.0,73,False,True,False,True,False,True,True,False,False,True,False,False,True
3229,20,66,0.0,2.0,4,95,2.0,2,2.0,1.0,2,0.0,1.0,66,False,True,False,True,False,True,False,True,False,True,False,True,False
3230,17,82,1.0,2.0,6,65,0.0,4,0.0,1.0,3,0.0,1.0,67,True,False,False,True,True,False,False,False,True,True,False,True,False
3231,8,71,2.0,1.0,8,97,1.0,3,1.0,1.0,1,0.0,0.0,63,False,True,False,True,True,False,False,True,False,False,True,True,False
3232,14,63,1.0,1.0,8,64,2.0,1,0.0,1.0,3,0.0,1.0,61,False,True,False,True,False,True,False,True,False,True,False,False,True
3233,31,62,1.0,1.0,8,91,2.0,4,2.0,2.0,4,0.0,1.0,71,False,True,False,True,False,True,False,False,True,True,False,False,True
3234,12,65,0.0,1.0,6,64,1.0,1,1.0,1.0,3,1.0,0.0,61,False,True,False,True,False,True,False,False,True,True,False,True,False
3235,21,63,1.0,0.0,7,54,0.0,1,1.0,1.0,3,1.0,1.0,62,False,True,False,True,True,False,False,False,True,True,False,True,False
3236,26,90,2.0,2.0,8,91,1.0,1,2.0,2.0,4,0.0,0.0,74,False,True,False,True,True,False,False,True,False,False,True,False,True
3237,12,79,1.0,1.0,8,73,1.0,2,1.0,1.0,4,0.0,0.0,65,True,False,False,True,True,False,False,True,False,True,False,False,True
3238,21,74,0.0,0.0,6,70,0.0,2,0.0,2.0,3,0.0,1.0,64,False,True,False,True,False,True,False,False,True,True,False,True,False
3239,26,77,0.0,0.0,7,71,1.0,1,1.0,2.0,4,2.0,1.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
3240,20,97,2.0,2.0,4,81,1.0,1,1.0,1.0,2,0.0,0.0,72,False,True,False,True,False,True,False,False,True,False,True,False,True
3242,10,89,1.0,1.0,6,62,1.0,4,0.0,1.0,3,2.0,1.0,67,False,True,False,True,False,True,False,False,True,True,False,False,True
3243,26,95,1.0,2.0,9,74,0.0,3,0.0,1.0,3,0.0,0.0,71,True,False,False,True,True,False,False,True,False,False,True,True,False
3244,19,73,2.0,1.0,6,52,1.0,1,1.0,1.0,3,0.0,0.0,65,True,False,False,True,False,True,False,False,True,True,False,False,True
3245,25,75,0.0,0.0,7,82,1.0,3,1.0,2.0,4,2.0,0.0,68,False,True,False,True,True,False,True,False,False,True,False,False,True
3246,23,85,1.0,1.0,6,91,0.0,1,0.0,2.0,3,0.0,2.0,68,False,True,False,True,False,True,False,True,False,True,False,False,True
3247,16,85,2.0,0.0,6,86,0.0,3,2.0,2.0,2,0.0,2.0,67,False,True,False,True,True,False,False,True,False,True,False,False,True
3248,21,79,1.0,0.0,8,73,1.0,1,0.0,0.0,2,0.0,0.0,64,True,False,False,True,False,True,False,True,False,True,False,True,False
3249,9,76,0.0,2.0,6,78,0.0,0,1.0,1.0,4,2.0,0.0,60,True,False,True,False,False,True,True,False,False,False,True,False,True
3250,24,99,1.0,1.0,10,51,0.0,1,0.0,1.0,3,0.0,0.0,70,True,False,False,True,False,True,False,True,False,True,False,False,True
3251,22,93,2.0,1.0,4,96,2.0,1,2.0,0.0,2,1.0,0.0,73,False,True,False,True,True,False,False,False,True,True,False,False,True
3252,24,77,1.0,1.0,8,78,0.0,2,2.0,2.0,3,0.0,1.0,69,False,True,False,True,True,False,False,False,True,True,False,False,True
3253,26,89,2.0,1.0,7,66,1.0,0,0.0,1.0,5,1.0,0.0,70,True,False,False,True,False,True,False,True,False,False,True,False,True
3254,22,71,1.0,1.0,7,65,0.0,1,0.0,1.0,3,1.0,0.0,64,True,False,False,True,False,True,False,True,False,True,False,False,True
3255,21,64,2.0,0.0,7,83,2.0,2,0.0,0.0,3,0.0,1.0,64,False,True,False,True,False,True,False,True,False,True,False,True,False
3256,15,74,2.0,1.0,8,79,1.0,0,2.0,1.0,3,1.0,0.0,65,False,True,False,True,False,True,True,False,False,True,False,False,True
3257,16,76,1.0,1.0,7,59,0.0,0,0.0,1.0,2,1.0,0.0,62,True,False,False,True,False,True,False,True,False,True,False,True,False
3258,27,61,1.0,1.0,9,70,1.0,0,1.0,1.0,2,0.0,0.0,64,False,True,False,True,False,True,False,True,False,True,False,False,True
3259,29,93,1.0,1.0,7,84,1.0,0,2.0,1.0,3,1.0,1.0,72,False,True,False,True,False,True,False,True,False,True,False,False,True
3260,19,74,1.0,0.0,5,65,2.0,1,0.0,2.0,3,0.0,0.0,64,False,True,True,False,False,True,False,False,True,True,False,False,True
3261,20,83,1.0,1.0,7,75,1.0,0,1.0,1.0,4,0.0,0.0,67,False,True,False,True,False,True,False,True,False,True,False,True,False
3262,15,63,2.0,2.0,9,63,0.0,4,2.0,2.0,3,1.0,0.0,64,False,True,True,False,True,False,True,False,False,True,False,False,True
3263,27,67,0.0,1.0,6,54,1.0,0,1.0,0.0,2,0.0,2.0,61,True,False,False,True,True,False,True,False,False,True,False,False,True
3264,24,96,1.0,2.0,5,69,1.0,1,0.0,1.0,4,0.0,0.0,72,False,True,False,True,False,True,False,False,True,True,False,False,True
3265,32,84,1.0,1.0,8,87,1.0,2,1.0,1.0,1,0.0,2.0,70,False,True,True,False,False,True,False,False,True,True,False,False,True
3266,15,98,1.0,2.0,8,61,1.0,4,0.0,1.0,2,0.0,1.0,70,True,False,False,True,False,True,False,False,True,True,False,True,False
3267,18,100,1.0,1.0,6,88,1.0,2,1.0,1.0,2,1.0,1.0,71,True,False,False,True,False,True,False,True,False,True,False,False,True
3268,21,75,2.0,2.0,7,83,0.0,1,1.0,1.0,2,1.0,0.0,68,True,False,False,True,False,True,False,False,True,True,False,True,False
3269,24,72,1.0,1.0,7,75,1.0,3,2.0,1.0,2,1.0,0.0,68,True,False,False,True,True,False,False,True,False,True,False,True,False
3270,19,94,2.0,2.0,7,99,1.0,0,0.0,1.0,1,0.0,0.0,70,True,False,False,True,False,True,False,True,False,False,True,False,True
3271,15,100,2.0,2.0,8,94,2.0,2,1.0,2.0,3,1.0,0.0,73,True,False,False,True,False,True,True,False,False,True,False,False,True
3272,25,85,2.0,1.0,6,78,0.0,2,1.0,2.0,1,0.0,2.0,69,True,False,False,True,False,True,False,True,False,True,False,True,False
3273,24,92,1.0,2.0,8,78,2.0,0,1.0,1.0,3,0.0,0.0,71,True,False,False,True,False,True,False,True,False,True,False,False,True
3274,15,91,0.0,1.0,6,64,0.0,1,0.0,2.0,3,0.0,0.0,64,True,False,False,True,False,True,False,False,True,False,True,False,True
3275,28,74,1.0,1.0,9,96,0.0,0,1.0,1.0,3,0.0,0.0,68,True,False,False,True,True,False,False,True,False,True,False,True,False
3276,27,83,1.0,1.0,10,95,1.0,0,2.0,0.0,4,0.0,1.0,69,True,False,False,True,True,False,False,True,False,True,False,True,False
3277,21,93,2.0,0.0,6,87,1.0,1,0.0,2.0,2,0.0,0.0,70,True,False,False,True,False,True,False,False,True,True,False,True,False
3278,20,88,1.0,1.0,5,56,1.0,1,0.0,1.0,4,0.0,0.0,67,True,False,False,True,False,True,False,True,False,True,False,True,False
3279,23,61,1.0,2.0,8,85,1.0,1,1.0,2.0,0,0.0,0.0,66,False,True,False,True,True,False,False,False,True,True,False,False,True
3280,15,73,1.0,2.0,7,63,1.0,2,1.0,1.0,5,2.0,1.0,65,True,False,False,True,False,True,False,True,False,True,False,False,True
3281,20,66,1.0,2.0,8,59,0.0,4,1.0,1.0,3,1.0,0.0,66,False,True,False,True,False,True,False,False,True,True,False,False,True
3282,7,69,0.0,1.0,6,88,1.0,0,0.0,2.0,4,2.0,0.0,61,False,True,False,True,True,False,True,False,False,True,False,True,False
3283,25,96,0.0,1.0,7,98,1.0,0,0.0,1.0,2,0.0,0.0,71,True,False,False,True,False,True,False,False,True,True,False,True,False
3284,11,61,2.0,0.0,6,55,1.0,5,2.0,0.0,3,0.0,2.0,60,False,True,False,True,False,True,False,True,False,True,False,False,True
3285,29,69,1.0,1.0,7,58,1.0,1,0.0,0.0,2,1.0,0.0,66,False,True,False,True,False,True,False,False,True,True,False,False,True
3286,18,72,0.0,0.0,5,61,0.0,1,1.0,1.0,4,1.0,1.0,61,False,True,False,True,True,False,True,False,False,True,False,False,True
3287,19,85,1.0,1.0,7,98,2.0,2,1.0,1.0,3,0.0,1.0,68,False,True,False,True,False,True,True,False,False,False,True,True,False
3288,16,81,1.0,2.0,5,85,2.0,2,0.0,1.0,3,1.0,0.0,68,False,True,True,False,False,True,False,False,True,True,False,False,True
3289,18,69,1.0,1.0,6,84,1.0,2,0.0,1.0,4,0.0,0.0,65,False,True,False,True,False,True,False,False,True,True,False,False,True
3290,29,67,2.0,0.0,7,75,1.0,3,0.0,1.0,1,0.0,0.0,65,True,False,True,False,False,True,False,True,False,True,False,True,False
3291,5,69,1.0,1.0,8,77,1.0,2,0.0,2.0,2,1.0,0.0,60,False,True,True,False,False,True,True,False,False,True,False,True,False
3292,28,80,0.0,1.0,8,65,0.0,2,0.0,1.0,2,1.0,0.0,67,True,False,False,True,True,False,False,True,False,True,False,False,True
3293,22,71,2.0,1.0,8,58,1.0,2,0.0,1.0,4,1.0,0.0,65,True,False,True,False,False,True,True,False,False,True,False,True,False
3294,13,98,2.0,1.0,5,89,2.0,1,2.0,1.0,3,0.0,0.0,70,False,True,False,True,False,True,True,False,False,True,False,False,True
3295,14,79,1.0,1.0,9,74,1.0,1,1.0,1.0,4,0.0,0.0,64,True,False,False,True,False,True,False,True,False,True,False,False,True
3296,30,62,1.0,2.0,6,63,1.0,2,0.0,2.0,4,0.0,1.0,68,False,True,False,True,False,True,False,False,True,True,False,False,True
3297,14,89,2.0,1.0,6,82,2.0,2,1.0,1.0,4,1.0,1.0,69,True,False,False,True,False,True,True,False,False,True,False,True,False
3298,13,73,1.0,2.0,7,60,2.0,0,2.0,2.0,3,1.0,0.0,65,False,True,False,True,False,True,False,True,False,True,False,True,False
